ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,avg_bill,avg_utilization,months_late,Risk_score,Risk_tier,AI_Risk_Prob,default.payment.next.month
53,310000.0,2,2,1,49,7354.166666666667,0.023723118279569893,0,0.7116935483870968,Very Low,0.20171009041353,0
54,180000.0,2,1,2,25,43191.833333333336,0.23995462962962966,2,30.531972222222223,Medium,0.409133459103251,0
55,150000.0,2,1,2,29,29458.5,0.19639,1,17.558366666666664,Low,0.7734956159950239,0
56,500000.0,2,1,1,45,1398.0,0.002796,0,0.08388,Very Low,0.25836989569679136,0
57,180000.0,2,3,1,34,9234.0,0.0513,0,1.539,Very Low,0.21289921821904023,0
58,180000.0,2,2,1,34,158727.0,0.8818166666666667,0,26.4545,Low,0.31625765701865516,0
59,200000.0,2,1,2,34,1124.5,0.0056225,5,58.502008333333336,Medium,0.49934332836753,0
60,400000.0,2,2,1,29,380690.0,0.951725,0,28.551750000000002,Low,0.37620905694854095,0
61,500000.0,2,3,1,28,18283.166666666668,0.03656633333333333,0,1.09699,Very Low,0.27190365903530156,1
62,70000.0,1,2,1,39,40707.0,0.5815285714285714,0,17.445857142857143,Low,0.2342121626991092,0
63,50000.0,1,1,2,29,26279.0,0.52558,6,85.76740000000001,Critical,0.9334904691925598,1
64,50000.0,2,2,1,46,9647.333333333334,0.19294666666666668,0,5.7884,Very Low,0.3655396848530069,1
65,130000.0,2,2,1,51,408.6666666666667,0.0031435897435897436,0,0.09430769230769231,Very Low,0.46692139312256536,0
66,200000.0,1,1,1,57,78272.66666666667,0.39136333333333334,2,35.07423333333333,Medium,0.6351536217552283,1
67,10000.0,1,2,1,56,3808.6666666666665,0.38086666666666663,3,46.426,Medium,0.8613016134850671,1
68,210000.0,2,1,2,30,1431.5,0.006816666666666667,1,11.871166666666666,Low,0.45885428119964566,0
69,130000.0,2,3,2,29,1316.8333333333333,0.010129487179487178,2,23.637217948717947,Low,0.4930163987841688,0
70,20000.0,1,5,2,22,14721.0,0.73605,1,33.74816666666666,Medium,0.22360443915225692,0
71,80000.0,1,1,2,31,390.0,0.004875,0,0.14625,Very Low,0.5604720439358117,0
72,320000.0,1,2,2,29,60358.666666666664,0.18862083333333332,6,75.658625,High,0.8776324878571724,1
73,200000.0,2,2,1,32,4404.166666666667,0.022020833333333333,1,12.327291666666666,Low,0.43800519258669857,0
74,290000.0,2,1,2,37,919.0,0.0031689655172413792,1,11.761735632183907,Low,0.4281346844865063,0
75,340000.0,1,1,2,32,23699.833333333332,0.06970539215686274,0,2.091161764705882,Very Low,0.1638302599672105,0
76,20000.0,1,2,2,24,16888.0,0.8444,1,36.998666666666665,Medium,0.6100776370572054,0
77,50000.0,1,3,2,25,24234.333333333332,0.48468666666666665,0,14.5406,Low,0.33357880379532034,0
78,300000.0,2,1,1,45,291.0,0.00097,0,0.0291,Very Low,0.3380949814966938,0
79,30000.0,2,2,2,22,24864.333333333332,0.828811111111111,0,24.86433333333333,Low,0.4306367803392168,1
80,240000.0,2,2,2,44,0.0,0.0,1,11.666666666666666,Low,0.6806581676393908,1
81,470000.0,2,3,3,33,102470.5,0.21802234042553192,0,6.540670212765958,Very Low,0.1083158383223087,0
82,360000.0,2,1,2,26,49150.5,0.13652916666666667,0,4.095875,Very Low,0.0846095498435907,0
83,60000.0,1,3,2,30,23927.666666666668,0.39879444444444445,0,11.963833333333334,Low,0.3366693147239141,1
84,400000.0,2,2,1,44,116825.33333333333,0.29206333333333334,1,20.42856666666667,Low,0.1572632743335866,0
85,50000.0,2,3,2,49,29583.166666666668,0.5916633333333333,0,17.7499,Low,0.3959776975425223,0
86,160000.0,1,2,2,33,111168.83333333333,0.6948052083333333,0,20.844156249999997,Low,0.24700241700741754,0
87,360000.0,2,1,1,45,585.0,0.001625,1,11.715416666666666,Low,0.5282518608855795,1
88,160000.0,2,2,2,32,5270.5,0.032940625,0,0.98821875,Very Low,0.33541955777434546,0
89,130000.0,2,1,1,35,37755.666666666664,0.2904282051282051,0,8.712846153846153,Very Low,0.1598126439932391,0
90,20000.0,1,3,2,44,10218.166666666666,0.5109083333333333,3,50.32725,Medium,0.8577188668856836,0
91,200000.0,1,1,1,53,143694.5,0.7184725,6,91.554175,Critical,0.885126603431012,1
92,280000.0,2,1,2,39,2560.0,0.009142857142857144,0,0.2742857142857143,Very Low,0.353667815280591,0
93,100000.0,2,1,2,27,592.5,0.005925,0,0.17775,Very Low,0.3723802735172436,0
94,160000.0,2,2,1,37,693.6666666666666,0.004335416666666666,0,0.1300625,Very Low,0.44999118052785575,0
95,60000.0,2,2,2,23,32973.166666666664,0.5495527777777778,0,16.486583333333332,Low,0.31032033005949344,0
96,90000.0,1,2,2,35,59119.333333333336,0.6568814814814815,0,19.706444444444447,Low,0.2802537373245579,0
97,360000.0,1,1,1,43,9743.333333333334,0.027064814814814816,0,0.8119444444444445,Very Low,0.17000502833881645,0
98,150000.0,1,1,2,27,79901.83333333333,0.5326788888888888,0,15.980366666666665,Low,0.18673373383639505,0
99,50000.0,2,3,1,22,13965.666666666666,0.2793133333333333,0,8.379399999999999,Very Low,0.3562174093279932,0
100,20000.0,1,2,1,38,15536.166666666666,0.7768083333333333,0,23.30425,Low,0.4580702978243218,1
101,140000.0,1,1,2,32,2279.8333333333335,0.01628452380952381,0,0.48853571428571435,Very Low,0.24527340808849274,0
102,380000.0,2,1,2,30,22100.333333333332,0.058158771929824556,0,1.7447631578947367,Very Low,0.2569113852820897,0
103,480000.0,1,1,1,63,460169.1666666667,0.9586857638888889,2,52.09390625,Medium,0.29882472522813086,0
104,50000.0,2,3,2,22,34227.666666666664,0.6845533333333332,0,20.536599999999996,Low,0.43169833969578136,1
105,60000.0,2,2,2,26,57006.333333333336,0.9501055555555556,5,86.8365,Critical,0.8571943872963795,0
106,70000.0,2,2,2,24,5351.5,0.07645,0,2.2935000000000003,Very Low,0.3246896846451619,0
107,80000.0,2,2,1,36,2977.5,0.03721875,0,1.1165625000000001,Very Low,0.27616053563814214,0
108,350000.0,1,1,2,52,1831.1666666666667,0.005231904761904762,0,0.15695714285714288,Very Low,0.3180416520814286,0
109,130000.0,1,2,2,38,113489.66666666667,0.872997435897436,0,26.18992307692308,Low,0.27852323523470923,0
110,360000.0,1,2,1,35,-103.0,-0.0002861111111111111,1,11.666666666666666,Low,0.3859529981340691,0
111,330000.0,2,1,1,31,106596.66666666667,0.32302020202020204,1,21.35727272727273,Low,0.22697598145113115,0
112,50000.0,1,3,1,47,15523.166666666666,0.3104633333333333,1,20.980566666666668,Low,0.4944601801934639,0
113,280000.0,1,2,1,41,142501.33333333334,0.5089333333333333,6,85.268,Critical,0.8121716165199024,0
114,100000.0,2,1,2,24,55864.333333333336,0.5586433333333334,0,16.759300000000003,Low,0.2266170089129913,0
115,50000.0,1,2,2,41,19851.666666666668,0.39703333333333335,0,11.911000000000001,Low,0.35078854273707494,0
116,30000.0,1,1,2,24,19610.0,0.6536666666666666,3,54.61,Medium,0.7587962797838408,1
117,240000.0,1,1,2,28,1242.6666666666667,0.005177777777777778,0,0.15533333333333332,Very Low,0.4136679283763655,0
118,80000.0,1,2,2,26,16503.666666666668,0.20629583333333334,1,17.855541666666667,Low,0.8818839386671081,1
119,400000.0,1,2,1,34,11971.333333333334,0.029928333333333335,0,0.89785,Very Low,0.14242606905298422,0
120,240000.0,2,2,2,38,34950.5,0.14562708333333332,0,4.3688125,Very Low,0.14267879944943573,0
121,50000.0,1,3,2,37,48374.166666666664,0.9674833333333333,6,99.02449999999999,Critical,0.8959985700111424,1
122,450000.0,1,1,1,40,0.0,0.0,1,11.666666666666666,Low,0.6726548216119245,1
123,110000.0,2,1,1,48,0.0,0.0,1,11.666666666666666,Low,0.5780277229910145,0
124,310000.0,2,2,1,35,271089.6666666667,0.8744827956989248,1,37.901150537634415,Medium,0.8953392103856692,1
125,20000.0,1,1,2,27,18683.333333333332,0.9341666666666666,0,28.025,Low,0.2951699866575861,0
126,20000.0,1,2,2,23,0.0,0.0,1,11.666666666666666,Low,0.7320907319075051,0
127,200000.0,1,3,2,52,102947.5,0.5147375,0,15.442124999999999,Low,0.24462437979695634,0
128,180000.0,1,1,1,36,111480.33333333333,0.6193351851851852,0,18.580055555555553,Low,0.1919226701481401,1
129,50000.0,1,2,1,51,5091.333333333333,0.10182666666666666,0,3.0547999999999997,Very Low,0.43310570141837273,1
130,60000.0,1,3,1,55,44020.833333333336,0.7336805555555556,3,57.01041666666667,Medium,0.8488752935393893,0
131,30000.0,2,1,2,23,5462.666666666667,0.1820888888888889,1,17.129333333333335,Low,0.3384875341700493,0
132,240000.0,1,1,2,41,1879.8333333333333,0.007832638888888889,1,11.901645833333333,Low,0.36762237839695244,0
133,420000.0,1,2,1,34,224985.16666666666,0.5356789682539682,0,16.070369047619046,Low,0.23490453522044888,0
134,330000.0,1,3,1,46,228219.5,0.6915742424242424,0,20.747227272727272,Low,0.28735454146828876,0
135,30000.0,2,2,2,22,20580.333333333332,0.686011111111111,0,20.580333333333332,Low,0.44264985014260305,0
136,240000.0,1,2,1,34,12951.333333333334,0.053963888888888895,3,36.618916666666664,Medium,0.4180372787188525,0
137,150000.0,1,1,2,27,23471.5,0.15647666666666665,0,4.694299999999999,Very Low,0.14062968372257006,0
138,210000.0,2,2,1,33,7209.333333333333,0.03433015873015873,0,1.0299047619047619,Very Low,0.24072990285164875,0
139,50000.0,2,3,1,51,1155.3333333333333,0.023106666666666664,0,0.6931999999999999,Very Low,0.48393059779527575,1
140,50000.0,1,1,2,24,34721.666666666664,0.6944333333333332,0,20.833,Low,0.30825271141650384,0
141,240000.0,1,1,2,47,0.0,0.0,1,11.666666666666666,Low,0.6934230084898019,1
142,180000.0,1,2,2,28,638.0,0.0035444444444444442,0,0.10633333333333332,Very Low,0.4697892607368807,0
143,50000.0,1,2,2,23,16581.166666666668,0.3316233333333334,4,56.61536666666667,Medium,0.7192499011050004,0
144,170000.0,1,2,2,29,11331.333333333334,0.06665490196078432,0,1.9996470588235296,Very Low,0.20791157262884255,0
145,20000.0,1,1,2,29,4418.333333333333,0.22091666666666665,0,6.6274999999999995,Very Low,0.4070462258874681,0
146,50000.0,1,1,2,28,8030.666666666667,0.16061333333333333,1,16.485066666666665,Low,0.49051427167202805,0
147,170000.0,2,2,2,27,17502.0,0.1029529411764706,0,3.0885882352941176,Very Low,0.18958647817503585,1
148,200000.0,1,1,2,34,132378.83333333334,0.6618941666666667,2,43.19015833333333,Medium,0.5644466372438196,0
149,80000.0,2,2,1,23,10325.0,0.1290625,4,50.53854166666667,Medium,0.6469496466774527,0
150,260000.0,2,1,1,60,3506.3333333333335,0.013485897435897436,1,12.07124358974359,Low,0.41351793410291326,0
151,140000.0,1,2,1,32,68553.83333333333,0.4896702380952381,1,26.35677380952381,Low,0.4034948369196082,0
152,80000.0,1,1,2,25,42754.666666666664,0.5344333333333333,0,16.033,Low,0.19170913431274988,0
153,350000.0,1,1,2,41,790.6666666666666,0.002259047619047619,1,11.734438095238094,Low,0.3622091675427654,0
154,280000.0,2,2,1,56,161936.83333333334,0.5783458333333333,0,17.350375,Low,0.24138422706358711,0
155,30000.0,2,3,2,26,11678.666666666666,0.38928888888888885,0,11.678666666666665,Low,0.40641659513542444,0
156,140000.0,1,1,1,34,37163.333333333336,0.265452380952381,0,7.96357142857143,Very Low,0.13656916157204319,0
157,200000.0,2,1,2,37,95901.16666666667,0.47950583333333335,0,14.385175,Low,0.17658284257296594,0
158,200000.0,2,3,2,30,169693.33333333334,0.8484666666666667,0,25.454,Low,0.2728382125812109,0
159,210000.0,1,3,1,45,134241.83333333334,0.6392468253968254,6,89.17740476190477,Critical,0.8824165718527172,1
160,50000.0,1,3,1,57,13314.0,0.26628,2,31.321733333333334,Medium,0.7569263589435649,0
161,30000.0,1,1,2,41,27099.333333333332,0.9033111111111111,5,85.43266666666666,Critical,0.8832557512389013,0
162,50000.0,1,2,2,27,566.0,0.01132,2,23.672933333333333,Low,0.659663418771538,0
163,290000.0,1,3,1,47,606.1666666666666,0.002090229885057471,0,0.06270689655172414,Very Low,0.36094276573942347,0
164,250000.0,2,1,1,34,153157.0,0.612628,1,30.04550666666666,Medium,0.3363615100123353,0
165,60000.0,2,2,1,46,25050.666666666668,0.4175111111111111,0,12.525333333333334,Low,0.27993135681825726,0
166,110000.0,2,1,2,27,89889.83333333333,0.817180303030303,0,24.51540909090909,Low,0.27144877704808446,0
167,370000.0,1,1,2,50,10511.666666666666,0.02840990990990991,0,0.8522972972972973,Very Low,0.14183382623689064,0
168,100000.0,1,2,1,27,51681.5,0.516815,2,38.837783333333334,Medium,0.48852606248534747,0
169,90000.0,2,2,1,35,78825.16666666667,0.8758351851851852,1,37.941722222222225,Medium,0.4720749049904647,0
170,50000.0,2,2,2,22,28559.833333333332,0.5711966666666667,0,17.1359,Low,0.33290904455337916,0
171,270000.0,1,2,2,37,30034.833333333332,0.11124012345679012,0,3.3372037037037035,Very Low,0.14414775883787934,0
172,300000.0,2,1,2,30,1963.3333333333333,0.006544444444444444,0,0.1963333333333333,Very Low,0.3247665142554127,0
173,50000.0,2,2,2,22,8964.5,0.17929,0,5.3787,Very Low,0.2830628267914491,0
174,50000.0,2,1,2,24,-1928.1666666666667,-0.03856333333333333,1,11.666666666666666,Low,0.5755201866492675,1
175,360000.0,1,1,2,29,12.833333333333334,3.564814814814815e-05,1,11.667736111111111,Low,0.6063164783890768,0
176,130000.0,1,3,1,56,68429.16666666667,0.5263782051282052,6,85.79134615384615,Critical,0.8294457668027264,1
177,80000.0,1,1,2,30,2604.0,0.03255,0,0.9765,Very Low,0.24427884890156765,0
178,50000.0,1,2,2,30,36747.166666666664,0.7349433333333333,3,57.0483,Medium,0.6786142670153851,0
179,20000.0,2,2,2,22,13985.666666666666,0.6992833333333333,0,20.978499999999997,Low,0.37448243898678646,0
180,80000.0,2,2,1,29,53926.5,0.67408125,1,31.889104166666662,Medium,0.4405991162012427,0
181,240000.0,1,1,2,37,19710.166666666668,0.08212569444444445,1,14.1304375,Low,0.3188235868847924,0
182,80000.0,2,3,2,35,21581.166666666668,0.26976458333333336,0,8.092937500000001,Very Low,0.18801036306496813,0
183,500000.0,2,1,1,47,96540.5,0.193081,0,5.79243,Very Low,0.07676440938485127,0
184,60000.0,2,2,1,24,37073.833333333336,0.6178972222222222,0,18.536916666666666,Low,0.43055670075796804,1
185,20000.0,1,2,2,25,8484.0,0.4242,0,12.726,Low,0.41043901434063007,0
186,100000.0,2,2,1,38,15391.833333333334,0.15391833333333335,3,39.61755,Medium,0.6663429124071772,1
187,360000.0,2,1,2,32,27257.666666666668,0.07571574074074075,1,13.938138888888888,Low,0.2335630587893486,0
188,200000.0,2,3,2,47,197097.0,0.985485,6,99.56455,Critical,0.8038354551462616,1
189,130000.0,2,2,1,34,9623.666666666666,0.07402820512820513,1,13.88751282051282,Low,0.30529985766417655,0
190,20000.0,2,2,2,31,20965.333333333332,1.0482666666666667,6,100.0,Critical,0.6206400719666665,0
191,310000.0,1,1,2,32,58956.666666666664,0.1901827956989247,0,5.705483870967742,Very Low,0.09844049740829541,0
192,60000.0,2,1,2,27,21669.666666666668,0.36116111111111115,2,34.168166666666664,Medium,0.8996238085221949,1
193,180000.0,2,1,2,29,7642.333333333333,0.04245740740740741,0,1.2737222222222222,Very Low,0.3027042491424236,0
194,180000.0,2,1,2,24,11373.166666666666,0.06318425925925926,1,13.562194444444444,Low,0.33228848544247136,0
195,50000.0,1,2,1,36,14145.0,0.2829,0,8.487,Very Low,0.33934516533158077,0
196,50000.0,2,1,2,24,38126.5,0.76253,6,92.8759,Critical,0.8121429556598957,1
197,150000.0,2,2,1,34,269.3333333333333,0.0017955555555555554,0,0.05386666666666666,Very Low,0.3447443402060474,0
198,20000.0,2,1,2,22,17251.833333333332,0.8625916666666666,0,25.87775,Low,0.31400759284406926,0
199,500000.0,2,1,1,34,1076.1666666666667,0.0021523333333333334,0,0.06457,Very Low,0.33255184252522235,0
200,30000.0,2,3,2,22,19642.333333333332,0.6547444444444444,3,54.642333333333326,Medium,0.7043336736237303,1
201,180000.0,2,1,1,38,125.0,0.0006944444444444445,0,0.020833333333333336,Very Low,0.28976130900378166,0
202,140000.0,1,1,2,31,21812.0,0.1558,2,28.00733333333333,Low,0.32448973850564855,0
203,140000.0,2,1,2,26,10706.0,0.07647142857142857,0,2.294142857142857,Very Low,0.20256755081282793,0
204,120000.0,1,2,2,26,114815.66666666667,0.9567972222222223,0,28.703916666666668,Low,0.26817034388819005,0
205,360000.0,2,2,1,48,200463.16666666666,0.5568421296296296,0,16.70526388888889,Low,0.24367478013531013,0
206,20000.0,1,3,1,43,16490.166666666668,0.8245083333333334,0,24.73525,Low,0.34138237713296027,0
207,100000.0,1,1,1,47,505.5,0.005055,0,0.15164999999999998,Very Low,0.49342191542176556,0
208,210000.0,2,2,1,41,1609.5,0.007664285714285715,0,0.22992857142857143,Very Low,0.45732343895120636,1
209,80000.0,2,2,2,24,65234.5,0.81543125,0,24.462937500000002,Low,0.3294841049861361,1
210,330000.0,2,1,1,50,3243.6666666666665,0.009829292929292929,0,0.29487878787878785,Very Low,0.24256670741171227,0
211,220000.0,1,1,2,24,69996.5,0.3181659090909091,0,9.544977272727273,Very Low,0.11689125478128576,0
212,210000.0,2,1,1,38,397.3333333333333,0.001892063492063492,1,11.72342857142857,Low,0.5614460380961965,1
213,40000.0,2,3,1,43,35990.833333333336,0.8997708333333334,0,26.993125000000003,Low,0.4390024725118246,0
214,30000.0,1,2,2,39,17267.166666666668,0.5755722222222223,1,28.933833333333332,Low,0.5391704693821847,0
215,470000.0,1,2,2,27,333803.0,0.7102191489361702,4,67.97324113475177,High,0.7316514989829215,0
216,30000.0,1,3,1,42,585.0,0.0195,1,12.251666666666665,Low,0.5082072081622239,0
217,240000.0,2,2,1,36,-946.0,-0.003941666666666666,1,11.666666666666666,Low,0.40159313672681146,1
218,80000.0,1,2,2,36,78468.16666666667,0.9808520833333334,1,41.09222916666667,Medium,0.8860706862687097,0
219,110000.0,2,3,0,31,75641.16666666667,0.6876469696969697,0,20.629409090909093,Low,0.25557784171414705,0
220,310000.0,2,1,2,38,1015.3333333333334,0.003275268817204301,0,0.09825806451612903,Very Low,0.28779600837106656,0
221,360000.0,2,1,1,40,114260.83333333333,0.3173912037037037,3,44.52173611111111,Medium,0.8783866407651124,1
222,330000.0,2,3,2,45,334236.3333333333,1.0128373737373737,0,30.0,Low,0.3930606052830407,0
223,300000.0,2,2,2,35,238552.5,0.795175,0,23.855249999999998,Low,0.331481826549152,0
224,320000.0,2,2,2,33,72878.0,0.22774375,0,6.8323125,Very Low,0.11517142713041378,0
225,50000.0,2,3,2,37,40661.333333333336,0.8132266666666668,3,59.3968,Medium,0.720457673614016,1
226,170000.0,2,1,2,28,128683.66666666667,0.7569627450980393,0,22.708882352941178,Low,0.24643217384936722,0
227,350000.0,1,3,1,44,1397.3333333333333,0.003992380952380952,0,0.11977142857142856,Very Low,0.2810121799548205,0
228,20000.0,1,2,1,37,18076.833333333332,0.9038416666666667,0,27.11525,Low,0.39978993158536186,0
229,50000.0,1,2,2,23,33750.166666666664,0.6750033333333333,1,31.916766666666668,Medium,0.8892946841561699,1
230,20000.0,2,3,2,24,10652.0,0.5326,2,39.31133333333333,Medium,0.7083559138009515,0
231,50000.0,2,1,2,24,22155.0,0.4431,0,13.293,Low,0.2220349335383011,0
232,20000.0,1,2,2,23,15776.0,0.7888,3,58.664,Medium,0.7563457274503571,1
233,50000.0,1,2,1,26,32924.666666666664,0.6584933333333333,0,19.7548,Low,0.2990769299222349,0
234,190000.0,1,2,2,34,138009.66666666666,0.7263666666666666,3,56.791,Medium,0.900987796600299,1
235,60000.0,2,2,1,33,29299.0,0.4883166666666667,0,14.6495,Low,0.3194052729333692,0
236,80000.0,1,1,2,35,6975.333333333333,0.08719166666666667,0,2.6157500000000002,Very Low,0.2136625751797447,0
237,150000.0,2,2,2,27,66630.0,0.4442,0,13.325999999999999,Low,0.2382697492275687,0
238,210000.0,2,1,2,31,3021.6666666666665,0.014388888888888889,0,0.43166666666666664,Very Low,0.28625025299787615,0
239,240000.0,2,3,1,50,218871.16666666666,0.9119631944444444,0,27.35889583333333,Low,0.4109144837827256,1
240,140000.0,2,2,3,41,19309.0,0.13792142857142858,0,4.137642857142858,Very Low,0.2324637498630038,1
241,60000.0,2,1,2,28,7406.0,0.12343333333333334,3,38.703,Medium,0.5921637453761549,0
242,50000.0,1,1,2,39,40207.333333333336,0.8041466666666667,0,24.1244,Low,0.24876260069120792,0
243,50000.0,2,2,2,27,28205.666666666668,0.5641133333333334,0,16.9234,Low,0.35857010583098625,0
244,180000.0,2,1,2,32,2439.0,0.01355,2,23.739833333333333,Low,0.5224931795454199,0
245,30000.0,2,1,2,40,102.16666666666667,0.0034055555555555558,4,46.76883333333333,Medium,0.435263301166518,0
246,20000.0,2,2,2,40,13314.833333333334,0.6657416666666667,0,19.97225,Low,0.41848893559532535,0
247,250000.0,2,2,1,75,10569.5,0.042278,0,1.26834,Very Low,0.18211222821309625,0
248,100000.0,2,2,2,27,32749.666666666668,0.32749666666666666,0,9.8249,Very Low,0.23693855506549447,0
249,330000.0,1,1,2,25,42667.5,0.12929545454545455,1,15.545530303030302,Low,0.2759961043450735,0
250,50000.0,1,3,1,46,19645.166666666668,0.3929033333333334,0,11.787100000000002,Low,0.3406949906934382,0
251,50000.0,2,2,2,26,40143.666666666664,0.8028733333333333,3,59.0862,Medium,0.6869600087142096,0
252,30000.0,1,2,2,28,22526.666666666668,0.7508888888888889,0,22.526666666666667,Low,0.4265580166283429,0
253,140000.0,2,2,2,26,105239.83333333333,0.7517130952380952,0,22.551392857142854,Low,0.3311379481168722,1
254,160000.0,2,1,2,28,56231.833333333336,0.35144895833333334,0,10.54346875,Low,0.16007790555284565,0
255,400000.0,2,2,2,29,5671.666666666667,0.014179166666666668,0,0.42537500000000006,Very Low,0.2137241042508109,0
256,50000.0,1,2,1,25,28925.333333333332,0.5785066666666666,0,17.3552,Low,0.3751089950031311,0
